month,day,min,node,mechanism,user,rank,affiliation,net,client,old
11,5,1007,CS3,password,93VLaQBZG7JV6,878,student,UCPRIV,49545,1
10,14,689,CS5,password,rwbLDnrWO3Qom,537,student,UCPRIV,49545,1
12,1,811,CS4,password,JqZQ8ygLBR9G,680,student,3549,49546,1
12,6,913,CS4,password,9DadOl3pbv9b3,349,student,7922,49546,1
11,8,819,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49546,0
12,8,818,CS3,password,9Znp5Yb6bL55P,927,student,46811,49546,1
3,16,1291,CS4,password,94zPOamxX7Yww,659,alum,UC-INTRA,49546,1
10,12,904,CS5,password,yXJlzo8N9oJlN,838,student,UC-INTRA,49546,1
9,15,460,CS8,password,y2y4vxZ32N,72,faculty,UCPUB,49546,1
11,30,648,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49546,0
10,16,1276,CS4,password,93g8J72eDYey6,482,affiliate,17974,49547,1
10,29,1413,CS3,password,9ZlL6LLYVyW36,777,alum,22773,49547,1
10,14,689,CS5,password,rwbLDnrWO3Qom,537,student,UCPRIV,49547,1
10,12,675,CS4,key,JN91xVWaKqKVD,14,academic,UCPUB,49547,0
3,23,1133,CS4,password,z2QmvKGDy4W9a,59,faculty,7922,49548,1
2,27,752,CS4,password,9DjOlRK3jwMLY,848,student,7922,49548,1
10,21,249,CS3,password,93VLaQBZG7JV6,878,student,7922,49548,1
6,8,50,CS4,password,OlaZvWoDVV2Dv,910,student,7922,49548,1
12,22,476,CS4,password,9DyadVM7mWV26,53,external,12271,49548,1
4,15,839,CS3,password,9Y3jq7PDNP9Y,92,student,UCPRIV,49548,1
6,7,1302,CS30,password,yW4LNBp8jBDL,826,student,160,49549,1
5,25,1187,CS132,key,OyzGZVBdM1ny,798,student,7922,49549,0
3,23,1133,CS5,password,z2QmvKGDy4W9a,59,faculty,7922,49549,1
11,25,1328,CS4,password,NramXGlXJG8YM,335,student,7922,49549,1
10,20,761,CS3,password,93Q96WXOyKYVw,653,faculty,UCPRIV,49549,1
4,18,1029,CS3,password,9QZl5zbYJQw5N,13,academic,UCPRIV,49549,1
5,2,1197,CS3,password,9J1gVx72vOgOV,422,student,UCPRIV,49549,1
5,21,1423,CS84,key,DyrB9d1dlpmqx,571,student,3549,49550,0
11,16,697,CS9,key,94wRPPamjR5xy,8,faculty,7018,49550,0
12,8,1083,CS29,key,93nvyzaOZrzZW,693,student,7018,49550,0
3,15,1212,CS49,key,yDW5JDZvgO,541,alum,7922,49550,0
10,27,47,CS5,password,rwbLDnrWO3Qom,537,student,7922,49550,1
5,24,1137,CS5,password,9XGBovmMrVby,845,alum,UC-INTRA,49550,1
10,8,991,CS5,password,rq1G94ZRJJ73,663,student,UCPRIV,49550,0
3,17,734,CS112,password,Nr858aDWddlGq,536,student,UCPRIV,49550,1
11,11,936,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49550,0
3,30,834,CS5,password,NrNOeW2K7M8O7,55,student,7922,49551,1
10,20,695,CS3,password,NrgdZJpwZmeWZ,314,student,7922,49551,1
2,26,1186,CS3,password,LVNxNVKa9R8lW,487,student,20057,49551,1
3,3,875,CS3,password,zmMz7QDjDL7ma,990,student,UCPRIV,49551,1
11,26,746,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49551,
5,3,693,CS5,password,93VNQ9vOlezaN,1062,student,3356,49552,1
5,23,1245,CS4,password,DJV115jOdnl7x,972,alum,7922,49552,1
3,1,582,CS5,password,94YVpGDMlypzY,951,alum,7922,49552,1
12,8,999,CS5,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49552,0
6,5,1059,CS30,password,LWdVO2dqN5lpr,1048,student,UCPRIV,49552,1
4,20,694,CS59,password,942NJznraLmDP,911,student,UCPRIV,49552,1
5,24,1071,CS12,password,yDWB1b22dl,694,student,UCPRIV,49552,1
11,7,897,CS5,key,94La8Re6KzpRV,324,academic,UCPRIV,49552,0
11,14,991,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49552,0
3,3,1005,CS30,password,94WdJRMKLeww,841,alum,174,49553,1
6,9,1341,CS12,password,yKWNLqdBp3yb,446,student,3356,49553,1
4,10,1050,CS4,password,9216Vo8a2a36,616,student,7922,49553,1
10,23,711,CS3,password,NrgdZJpwZmeWZ,314,student,7922,49553,1
3,23,1143,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49553,1
3,1,582,CS4,password,94YVpGDMlypzY,951,alum,7922,49553,1
4,23,1400,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,49553,0
3,16,1293,CS5,password,94zPOamxX7Yww,659,alum,UC-INTRA,49553,1
6,6,456,CS100,password,JX9NlVwMgY9m7,646,student,UCPRIV,49553,1
11,7,897,CS5,key,94La8Re6KzpRV,324,academic,UCPRIV,49553,0
3,23,1146,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49554,1
11,20,777,CS4,password,y2GY1ZKg82aRL,103,alum,14654,49554,1
11,27,701,CS4,password,9DeWoXeg36DDY,414,student,RCN,49554,1
10,13,1057,CS51,password,9J9ze7P6wNaww,856,student,UCPRIV,49554,1
10,8,1149,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49554,0
11,9,1212,CS118,key,9JQomDyp9vWly,617,student,7922,49555,0
11,27,701,CS4,password,9DeWoXeg36DDY,414,student,RCN,49555,1
10,13,1057,CS51,password,9J9ze7P6wNaww,856,student,UCPRIV,49555,1
11,7,907,CS4,key,94La8Re6KzpRV,324,academic,UCPRIV,49555,0
10,6,596,CS3,password,yDWXXMdv15,827,student,7922,49556,1
9,5,878,CS4,password,y9gdj5WZnxg,2,faculty,7922,49556,1
10,13,1,CS30,password,9ZRnoJjOyKd7v,1028,student,7922,49556,1
12,5,1227,CS4,password,z2YDVdqBgYLYa,441,student,7922,49556,1
8,1,140,CS104,key,93gRXGVjqXYx3,857,student,7922,49556,0
11,27,1105,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,49556,0
10,13,1058,CS51,password,9J9ze7P6wNaww,856,student,UCPRIV,49556,1
5,18,1008,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,49556,1
5,26,1054,CS41,password,NOrRedBQQXQeb,876,student,UCPRIV,49556,1
8,6,887,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,49556,0
12,6,1283,CS3,key,9KQGGdw9bzD2v,478,student,7922,49557,0
3,20,993,CS5,password,z2QmvKGDy4W9a,59,faculty,7922,49557,1
10,21,22,CS3,password,93VLaQBZG7JV6,878,student,7922,49557,1
4,23,1400,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,49557,0
10,13,1058,CS51,password,9J9ze7P6wNaww,856,student,UCPRIV,49557,1
12,1,996,CS3,password,9Kbng9JwXBRWJ,814,student,UCPRIV,49557,1
3,23,1148,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49558,1
10,20,1097,CS5,password,yX2p43rYG45mm,107,student,46811,49558,1
3,16,1294,CS5,password,94zPOamxX7Yww,659,alum,UC-INTRA,49558,1
12,7,1043,CS4,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49558,0
4,11,646,CS5,password,9ZngZXWmNNBwJ,295,alum,UCPRIV,49558,1
5,26,869,CS88,password,93pVv92n93P66,485,student,UCPRIV,49558,1
10,21,865,CS3,password,NyXzo9BVlYBOb,426,student,UCPRIV,49558,1
8,6,887,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,49558,0
10,21,777,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49558,0
11,7,609,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49558,0
3,4,63,CS5,password,y2GY1ZKg82aRL,103,alum,UCPUB,49558,1
11,16,698,CS9,key,94wRPPamjR5xy,8,faculty,7018,49559,0
3,30,1374,CS5,password,yXWNmZv1vVjY5,401,student,7922,49559,1
12,1,997,CS3,password,9Kbng9JwXBRWJ,814,student,UCPRIV,49559,1
11,30,653,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49559,0
11,7,609,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49559,0
11,16,699,CS9,key,94wRPPamjR5xy,8,faculty,7018,49560,0
12,8,1087,CS29,key,93nvyzaOZrzZW,693,student,7018,49560,0
3,23,1150,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49560,1
10,2,456,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,49560,0
6,7,923,CS3,password,NrG4eNbMgwYjb,67,alum,7922,49560,1
10,16,1357,CS3,password,y2BzByZw2N,205,student,7922,49560,1
5,26,870,CS88,password,93pVv92n93P66,485,student,UCPRIV,49560,1
5,18,1152,CS59,password,93VLW8G32nw8y,959,student,UCPUB,49560,1
11,27,372,CS5,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49560,0
12,8,1088,CS29,key,93nvyzaOZrzZW,693,student,7018,49561,
5,3,911,CS84,password,DWjv46NOqKo5x,870,student,7922,49561,1
3,23,1152,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49561,1
11,18,1084,CS113,password,Nr858aDWddlGq,536,student,7922,49561,1
12,8,1000,CS5,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49561,
4,27,1125,CS3,key,y64dMqgZeVLr,12,alum,UC-INTRA,49561,
11,5,1008,CS3,password,93VLaQBZG7JV6,878,student,UCPRIV,49561,1
12,7,1191,CS5,key,yXJlzo8N9oJlN,838,student,UCPRIV,49561,
5,9,687,CS5,password,JNZbGBWMoxPqG,15,alum,UCPRIV,49561,1
3,11,1131,CS5,key,9QeDr2p96nyov,518,student,UCPRIV,49561,
11,16,699,CS9,key,94wRPPamjR5xy,8,faculty,7018,49562,0
11,6,888,CS5,password,9ZW3pp1V9ZZmy,704,student,7922,49562,1
3,23,1153,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49562,1
10,13,862,CS92,password,ORp8zOJarl9r4,548,faculty,UCPRIV,49562,1
11,16,700,CS9,key,94wRPPamjR5xy,8,faculty,7018,49563,0
3,23,1157,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49563,1
8,28,989,CS95,key,yK13wPDDK4DB,740,student,7922,49563,0
3,30,836,CS4,password,NrNOeW2K7M8O7,55,student,7922,49563,1
5,10,20,CS3,key,9DNwMGKy35JzY,1049,student,7922,49563,0
4,26,1366,CS5,password,968nlvdZ22wJ,603,student,7922,49563,1
6,8,54,CS4,password,OlaZvWoDVV2Dv,910,student,7922,49563,1
10,29,869,CS5,password,Xqoe3G8ZJYJWJ,1039,student,21928,49563,1
10,10,1096,CS3,password,9Jm1l8yLvDBXv,800,student,UCPRIV,49563,1
6,3,169,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49563,1
4,20,745,CS29,password,9Z8b7DqRB49gW,705,student,UCPRIV,49563,1
5,25,701,CS4,password,933z1rqXPdKnW,593,student,UCPRIV,49563,1
5,24,119,CS3,password,93e8emLN5rYLP,742,student,UCPUB,49563,1
11,16,700,CS9,key,94wRPPamjR5xy,8,faculty,7018,49564,0
3,23,1158,CS3,password,z2QmvKGDy4W9a,59,faculty,7922,49564,1
4,10,1119,CS4,password,L9b2ZmejOopeo,393,student,7922,49564,1
3,30,836,CS4,password,NrNOeW2K7M8O7,55,student,7922,49564,1
6,9,802,CS3,password,y9YdqaZw9rLxr,1054,student,UCPRIV,49564,1
10,14,1292,CS3,password,JY1O9N4WKlGG,215,student,UCPRIV,49564,1
4,20,1128,CS3,password,93xjOXB2KbqGy,237,student,UCPRIV,49564,1
7,18,557,CS84,key,NyQQBJYrxKOwq,305,student,UCPRIV,49564,0
10,18,848,CS3,password,93VLaQBZG7JV6,878,student,UCPRIV,49564,1
3,13,1297,CS5,password,9QZY9z4OGPrm3,415,student,UCPRIV,49564,1
10,21,868,CS3,password,NyXzo9BVlYBOb,426,student,UCPRIV,49564,1
10,25,1214,CS5,key,93Vrn2XmB2NXV,828,staff,6079,49565,0
11,16,701,CS9,key,94wRPPamjR5xy,8,faculty,7018,49565,0
3,9,288,CS4,password,y9gdj5WZnxg,2,faculty,7922,49565,1
12,4,1003,CS3,password,93g8J72eDYey6,482,affiliate,17974,49565,1
3,30,957,CS5,password,DJ9YZvjgMpjoY,177,alum,UCPRIV,49565,1
4,5,1197,CS5,password,9Zgze7Nmnxyv6,564,student,UCPRIV,49565,1
11,16,548,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49565,0
11,10,513,CS30,password,934aL7Y1n77KN,473,student,UCPUB,49565,1
6,18,1335,CS5,password,y2GY1ZKg82aRL,103,alum,7018,49566,1
11,16,701,CS9,key,94wRPPamjR5xy,8,faculty,7018,49566,0
7,15,1279,CS119,password,9QV3RPvD7VdrV,619,student,7018,49566,1
11,11,800,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,49566,0
11,30,176,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49566,0
5,21,1270,CS19,password,r8x2rB99Vg68Z,19,alum,7922,49566,1
10,28,633,CS3,password,rwbLDnrWO3Qom,537,student,7922,49566,1
11,20,548,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49566,0
12,1,951,CS5,password,9Znp5Yb6bL55P,927,student,46811,49566,1
3,30,1050,CS3,password,9J1gVx72vOgOV,422,student,UCPRIV,49566,1
7,21,1097,CS3,password,RJKePX1LgYz7J,131,student,UCPRIV,49566,1
8,6,890,CS84,key,XbqgjMvwJKM5L,437,student,UCPUB,49566,0
11,16,702,CS9,key,94wRPPamjR5xy,8,faculty,7018,49567,0
4,11,1368,CS119,key,9QV3RPvD7VdrV,619,student,7018,49567,0
5,20,1192,CS3,password,9Z5byK3G7NJQV,778,alum,7018,49567,1
7,29,1018,CS5,password,y2GY1ZKg82aRL,103,alum,7018,49567,1
7,29,608,CS5,password,XqYvg6BRmXPaD,236,student,7922,49567,1
10,17,737,CS5,password,NrgdZJpwZmeWZ,314,student,7922,49567,1
10,2,693,CS3,password,rwbLDnrWO3Qom,537,student,7922,49567,1
12,8,1001,CS5,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49567,0
6,3,169,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49567,1
4,19,1109,CS4,password,9Zgze7Nmnxyv6,564,student,UCPRIV,49567,1
10,7,1030,CS5,password,zmp5gLJWZjLDl,802,student,UCPRIV,49567,1
5,18,1154,CS59,password,93VLW8G32nw8y,959,student,UCPUB,49567,1
10,24,886,CS3,password,9DOKn11g1WaeP,885,academic,UCPUB,49567,1
11,29,1427,CS4,key,yXJlzo8N9oJlN,838,student,6079,49568,0
11,16,702,CS9,key,94wRPPamjR5xy,8,faculty,7018,49568,0
4,17,765,CS59,password,94z664JxnoxGy,675,student,7018,49568,1
12,8,1089,CS29,key,93nvyzaOZrzZW,693,student,7018,49568,0
11,8,1007,CS88,key,93pVv92n93P66,485,student,UCPRIV,49568,0
7,18,1213,CS5,password,r8XYq2VnGm15m,783,student,7922,49569,1
4,17,459,CS5,password,94YvlZMwZyvoV,70,student,7922,49569,1
3,4,135,CS4,password,y9gdj5WZnxg,2,faculty,7922,49569,1
5,1,701,CS19,password,r8x2rB99Vg68Z,19,alum,7922,49569,1
12,1,951,CS5,password,9Znp5Yb6bL55P,927,student,46811,49569,1
5,2,1265,CS4,password,y9gdaeWPPbm,135,alum,RCN,49569,1
11,11,936,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49569,0
10,10,306,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49569,0
11,9,1244,CS3,password,r8VYbaXvPPnQd,266,student,7018,49570,1
11,19,734,CS3,password,9ZLY3p7KzypJw,481,student,7922,49570,1
10,23,586,CS3,password,Oz2gMJ4wjWnv,211,student,7922,49570,1
4,26,1380,CS84,password,DWjv46NOqKo5x,870,student,7922,49570,1
5,2,1265,CS4,password,y9gdaeWPPbm,135,alum,RCN,49570,1
3,16,738,CS3,key,9VVXRmOPOpOV,900,student,UCPRIV,49570,0
11,9,1115,CS5,password,D9e4bNLeV1P39,455,student,UCPRIV,49570,1
12,7,1193,CS5,key,yXJlzo8N9oJlN,838,student,UCPRIV,49570,0
6,8,729,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49570,1
4,18,1231,CS4,password,9J1gVx72vOgOV,422,student,UCPUB,49570,1
11,11,936,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49570,0
6,3,1409,CS104,key,93gRXGVjqXYx3,857,student,3549,49571,
11,16,703,CS9,key,94wRPPamjR5xy,8,faculty,7018,49571,
12,8,1092,CS29,key,93nvyzaOZrzZW,693,student,7018,49571,
5,5,997,CS3,password,yoKaXreBO2l,21,alum,31790,49571,1
4,23,1400,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,49571,
12,8,1002,CS5,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49571,
4,7,979,CS3,password,9ZPX9P86BxLpV,801,student,UCPRIV,49571,1
6,3,170,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49571,1
6,8,729,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49571,1
11,10,710,CS5,password,JY1O9N4WKlGG,215,student,UCPRIV,49571,1
10,28,1085,CS4,password,rwbLDnrWO3Qom,537,student,UCPRIV,49571,1
4,18,1231,CS4,password,9J1gVx72vOgOV,422,student,UCPUB,49571,1
11,30,1411,CS4,password,Nx5XaKo9Q6n42,68,student,3549,49572,1
10,22,1315,CS3,password,93VmyjDGydJVJ,960,student,7922,49572,1
8,11,1268,CS5,password,y9gdj5WZnxg,2,faculty,7922,49572,1
4,26,1381,CS84,password,DWjv46NOqKo5x,870,student,7922,49572,1
6,8,729,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49572,1
3,7,626,CS5,password,94Br75474KXZ3,893,alum,UCPRIV,49572,1
5,16,1332,CS4,password,94GM9Z1w5XLYw,727,student,UCPRIV,49572,1
6,3,170,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49572,1
5,25,450,CS30,password,934aL7Y1n77KN,473,student,UCPRIV,49572,1
11,6,682,CS3,password,rq1G94ZRJJ73,663,student,UCPRIV,49572,1
4,4,497,CS115,key,9Jmjo7MMpzyW6,590,student,UCPRIV,49572,0
4,18,1232,CS4,password,9J1gVx72vOgOV,422,student,UCPUB,49572,1
4,19,1110,CS4,password,9Zgze7Nmnxyv6,564,student,UCPRIV,49573,1
4,4,497,CS115,key,9Jmjo7MMpzyW6,590,student,UCPRIV,49573,0
6,8,729,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49573,1
4,18,1232,CS4,password,9J1gVx72vOgOV,422,student,UCPUB,49573,1
6,3,1409,CS104,key,93gRXGVjqXYx3,857,student,3549,49574,0
3,26,1263,CS4,key,9QeDr2p96nyov,518,student,7922,49574,0
10,15,75,CS5,password,94YMWjoKqOJeN,274,student,7922,49574,1
10,13,896,CS3,password,9Jm1l8yLvDBXv,800,student,7922,49574,1
12,8,1002,CS5,key,9Zo8Kr9zWQORv,375,student,UC-INTRA,49574,0
5,16,1333,CS5,password,94GM9Z1w5XLYw,727,student,UCPRIV,49574,1
11,11,936,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49574,0
3,9,950,CS4,password,yDW9pejvp2,133,faculty,160,49575,1
12,8,1094,CS29,key,93nvyzaOZrzZW,693,student,7018,49575,0
12,5,1154,CS30,key,998mB7WpM436,1020,student,7922,49575,0
11,18,1438,CS3,key,D9p1n4N5Gzq7q,322,faculty,7922,49575,0
4,19,1231,CS65,password,9XGBovmMrVby,845,alum,UCPRIV,49575,1
6,8,730,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49575,1
10,10,1099,CS4,password,9Jm1l8yLvDBXv,800,student,UCPRIV,49575,1
11,7,611,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49575,0
5,9,1,CS4,password,936YxJxxDweLN,1000,student,UCPUB,49575,1
10,17,914,CS21,password,yX54nZRZLlJ8g,944,student,160,49576,1
12,8,1094,CS29,key,93nvyzaOZrzZW,693,student,7018,49576,0
12,5,1230,CS3,password,z2YDVdqBgYLYa,441,student,7922,49576,1
11,18,1438,CS3,key,D9p1n4N5Gzq7q,322,faculty,7922,49576,0
10,13,1436,CS5,password,9Ja9W2Np3DbOV,443,student,UCPRIV,49576,1
10,14,29,CS4,password,933j4odRrKZWw,861,student,UCPRIV,49576,1
6,8,730,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49576,1
3,21,1140,CS88,password,93pVv92n93P66,485,student,UCPUB,49576,1
10,17,917,CS21,password,yX54nZRZLlJ8g,944,student,160,49577,1
12,5,1230,CS3,password,z2YDVdqBgYLYa,441,student,7922,49577,1
8,1,141,CS104,key,93gRXGVjqXYx3,857,student,7922,49577,0
10,3,1203,CS3,password,zmp5gLJWZjLDl,802,student,7922,49577,1
11,14,824,CS5,password,g689gyXM3j1KQ,867,student,UCPRIV,49577,1
10,4,687,CS5,password,93VmLVw9Wvz7v,681,student,UCPRIV,49577,1
6,3,171,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49577,1
10,3,553,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49577,0
12,2,1379,CS3,key,r7Zj2RQ8XY9eB,914,student,3356,49578,0
9,28,1299,CS3,password,y2y4vxZ32N,72,faculty,7018,49578,1
5,23,847,CS3,password,9Q3ZBL1Y1OyOV,275,student,7922,49578,1
10,18,849,CS3,password,93VLaQBZG7JV6,878,student,UCPRIV,49578,1
11,14,824,CS4,password,g689gyXM3j1KQ,867,student,UCPRIV,49578,1
7,21,936,CS84,key,NyQQBJYrxKOwq,305,student,UCPRIV,49578,0
6,8,731,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49578,1
10,19,296,CS4,password,9Jm1l8yLvDBXv,800,student,3356,49579,1
11,30,76,CS3,password,9K4aB7NObV4Jw,396,student,3356,49579,1
2,27,81,CS3,password,9DjOlRK3jwMLY,848,student,7922,49579,1
4,4,325,CS115,key,9Jmjo7MMpzyW6,590,student,7922,49579,0
10,24,153,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49579,0
4,27,871,CS3,password,DJV115jOdnl7x,972,alum,7922,49579,1
4,27,1116,CS46,password,LBNzJPgGnYVm,368,student,7922,49579,1
12,5,1230,CS3,password,z2YDVdqBgYLYa,441,student,7922,49579,1
10,13,652,CS3,password,NrgdZJpwZmeWZ,314,student,7922,49579,1
3,16,1297,CS4,password,94zPOamxX7Yww,659,alum,UC-INTRA,49579,1
5,20,600,CS3,key,y2yNbZ5v9r,629,student,UCPRIV,49579,0
11,26,149,CS4,key,rq1G94ZRJJ73,663,student,UCPRIV,49579,0
11,30,658,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49579,0
10,6,1009,CS58,password,9D8wnjga5DdDP,648,student,160,49580,1
3,9,950,CS5,password,yDW9pejvp2,133,faculty,160,49580,1
11,30,76,CS3,password,9K4aB7NObV4Jw,396,student,3356,49580,1
11,29,1430,CS4,key,yXJlzo8N9oJlN,838,student,6079,49580,0
11,16,703,CS9,key,94wRPPamjR5xy,8,faculty,7018,49580,0
3,26,1264,CS4,key,9QeDr2p96nyov,518,student,7922,49580,0
10,24,154,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49580,0
10,22,494,CS3,password,NrgdZJpwZmeWZ,314,student,7922,49580,1
7,26,51,CS3,password,Nr818abojvXP7,837,student,7922,49580,1
12,7,1194,CS5,key,yXJlzo8N9oJlN,838,student,UCPRIV,49580,0
11,26,150,CS4,key,rq1G94ZRJJ73,663,student,UCPRIV,49580,0
11,16,549,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49580,0
10,2,1212,CS75,key,93x4yXNDpwxv6,439,affiliate,UCPUB,49580,0
5,8,1244,CS5,password,9DjOlRK3jwMLY,848,student,7922,49581,1
10,6,790,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49581,
6,3,172,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49581,1
4,4,507,CS115,key,9Jmjo7MMpzyW6,590,student,UCPRIV,49581,
6,8,731,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49581,1
4,11,791,CS4,password,93VLW8G32nw8y,959,student,UCPUB,49581,1
12,8,870,CS5,password,OR2y8G4XO9LOO,351,student,3549,49582,1
11,16,704,CS9,key,94wRPPamjR5xy,8,faculty,7018,49582,0
3,14,1159,CS5,password,JNLpMJDB85b1n,339,alum,7922,49582,1
3,26,1264,CS4,key,9QeDr2p96nyov,518,student,7922,49582,0
6,8,731,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49582,1
7,18,1117,CS3,password,9K5lDlLRowdBN,562,student,UCPRIV,49582,1
4,7,1395,CS3,password,93e8emLN5rYLP,742,student,UCPRIV,49582,1
11,16,549,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49582,0
11,13,92,CS107,key,9ZxMJgXWbQjZ3,495,student,3356,49583,0
11,25,1414,CS5,password,OlaZvWoDVV2Dv,910,student,3549,49583,1
12,8,119,CS12,password,936YxJxxDweLN,1000,student,7922,49583,1
11,20,553,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49583,0
3,26,1265,CS4,key,9QeDr2p96nyov,518,student,7922,49583,0
4,16,1262,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,49583,0
11,15,1027,CS5,password,NramxRMZBdg13,488,student,UCPRIV,49583,1
10,11,944,CS3,password,9DOKn11g1WaeP,885,academic,UCPRIV,49583,1
6,8,731,CS3,password,NrvJ8Yy63qQn2,948,student,UCPRIV,49583,1
5,18,870,CS5,key,JN91xVWaKqKVD,14,academic,UCPUB,49583,0
4,4,852,CS3,password,9ZngZXWmNNBwJ,295,alum,UCPUB,49583,1
4,27,610,CS2,key,94Y7OQ3plKvrV,983,student,3549,49584,0
4,3,874,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,49584,0
11,19,708,CS5,key,rq1G94ZRJJ73,663,student,UCPRIV,49584,0
5,18,870,CS5,key,JN91xVWaKqKVD,14,academic,UCPUB,49584,0
4,6,649,CS5,key,JN91xVWaKqKVD,14,academic,UCPUB,49584,0
10,11,944,CS4,password,9DOKn11g1WaeP,885,academic,UCPRIV,49585,1
5,1,1199,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,49585,1
11,7,611,CS4,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49585,0
3,8,118,CS4,password,OmY588mRn76K,4,academic,7018,49586,1
5,11,1035,CS3,password,NrG4eNbMgwYjb,67,alum,7922,49586,1
3,26,1266,CS5,key,9QeDr2p96nyov,518,student,7922,49586,0
11,30,181,CS4,key,yO5w4Lb8Moqr,5,faculty,7922,49586,0
10,29,859,CS5,key,yO5w4Lb8Moqr,5,faculty,7922,49586,0
12,5,831,CS5,password,9Q2648mrl4OrV,1042,student,UCPRIV,49586,1
3,28,1043,CS4,key,9wG89KmxNNjv,527,student,UCPRIV,49586,0
11,16,549,CS3,key,yO5w4Lb8Moqr,5,faculty,UCPUB,49586,0
11,29,1432,CS4,key,yXJlzo8N9oJlN,838,student,6079,49587,0
7,15,867,CS37,password,9DVjQmL13yNNJ,497,student,UCPRIV,49587,1
6,3,173,CS59,password,94z664JxnoxGy,675,student,UCPRIV,49587,1
10,20,962,CS66,key,r2J9dovROVOm,1026,student,UCPRIV,49587,0
4,6,1072,CS5,password,9Mdr5YNgg4pV,886,student,UCPRIV,49587,1
11,16,704,CS9,key,94wRPPamjR5xy,8,faculty,7018,49588,0
4,17,740,CS5,password,z2QmvKGDy4W9a,59,faculty,7922,49588,1
7,16,1144,CS5,key,9VVXRmOPOpOV,900,student,7922,49588,0
6,2,1296,CS84,password,DWjv46NOqKo5x,870,student,7922,49588,1
